city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
McNeal,McNeal,AZ,Arizona,4003,Cochise,4003,Cochise,31.6079,-109.6699,167,17,polygon,FALSE,FALSE,America/Phoenix,3,85617,1840023087
Ali Chuk,Ali Chuk,AZ,Arizona,4019,Pima,4019,Pima,31.8169,-112.5584,120,32,polygon,FALSE,FALSE,America/Phoenix,3,85321,1840023060
Bouse,Bouse,AZ,Arizona,4012,La Paz,4012,La Paz,33.8984,-113.9962,927,2,polygon,FALSE,FALSE,America/Phoenix,3,85325,1840017957
Kearny,Kearny,AZ,Arizona,4021,Pinal,4021,Pinal,33.0564,-110.9074,2095,299,polygon,FALSE,TRUE,America/Phoenix,3,85137,1840022000
Ehrenberg,Ehrenberg,AZ,Arizona,4012,La Paz,4012,La Paz,33.6174,-114.4883,844,27,polygon,FALSE,FALSE,America/Phoenix,3,85334 85346,1840017958
Amado,Amado,AZ,Arizona,4023,Santa Cruz,4023,Santa Cruz,31.6968,-111.0583,104,7,polygon,FALSE,FALSE,America/Phoenix,3,85645 85646,1840018172
Cave Creek,Cave Creek,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.8513,-111.9801,5622,57,polygon,FALSE,TRUE,America/Phoenix,3,85087 85331 85327,1840022915
Wide Ruins,Wide Ruins,AZ,Arizona,4001,Apache,4001,Apache,35.4175,-109.4994,84,82,polygon,FALSE,FALSE,America/Denver,3,86502,1840022630
East Globe,East Globe,AZ,Arizona,4007,Gila,4007,Gila,33.3511,-110.7061,258,29,polygon,FALSE,TRUE,America/Phoenix,3,85550,1840075328
Litchfield Park,Litchfield Park,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.5024,-112.3586,6009,705,polygon,FALSE,TRUE,America/Phoenix,3,85340,1840020565
Gila Crossing,Gila Crossing,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.273,-112.1627,810,359,polygon,FALSE,FALSE,America/Phoenix,3,85339,1840025866
Kaibab,Kaibab,AZ,Arizona,4015,Mohave,4015,Mohave,36.8815,-112.7236,162,9,polygon,FALSE,FALSE,America/Phoenix,3,86022,1840018340
Haivana Nakya,Haivana Nakya,AZ,Arizona,4019,Pima,4019,Pima,32.0051,-111.7124,143,29,polygon,FALSE,FALSE,America/Phoenix,3,85634,1840023071
Houck,Houck,AZ,Arizona,4001,Apache,4001,Apache,35.2714,-109.2236,1030,9,polygon,FALSE,FALSE,America/Denver,3,86512 86506,1840017677
Rio Rico,Rio Rico,AZ,Arizona,4023,Santa Cruz,4023,Santa Cruz,31.4957,-110.9886,18891,117,polygon,FALSE,FALSE,America/Phoenix,3,85640 85648,1840027004
Wickenburg,Wickenburg,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.9837,-112.7669,4220,110,polygon,FALSE,TRUE,America/Phoenix,3,85390 85358,1840022916
Buckshot,Buckshot,AZ,Arizona,4027,Yuma,4027,Yuma,32.7404,-114.4829,27,34,polygon,FALSE,TRUE,America/Phoenix,3,85365,1840075263
Lake of the Woods,Lake of the Woods,AZ,Arizona,4017,Navajo,4017,Navajo,34.1547,-109.9936,3975,387,polygon,FALSE,FALSE,America/Phoenix,3,85929,1840022579
Willcox,Willcox,AZ,Arizona,4003,Cochise,4003,Cochise,32.2515,-109.8359,3420,219,polygon,FALSE,TRUE,America/Phoenix,3,85643 85644,1840022105
Antares,Antares,AZ,Arizona,4015,Mohave,4015,Mohave,35.4229,-113.8083,147,87,polygon,FALSE,FALSE,America/Phoenix,3,86401,1840023171
Miracle Valley,Miracle Valley,AZ,Arizona,4003,Cochise,4003,Cochise,31.3829,-110.1485,759,535,polygon,FALSE,FALSE,America/Phoenix,3,85615,1840023089
Summit,Summit,AZ,Arizona,4019,Pima,4019,Pima,32.0619,-110.9483,5349,557,polygon,FALSE,FALSE,America/Phoenix,3,85756,1840019488
Cienega Springs,Cienega Springs,AZ,Arizona,4012,La Paz,4012,La Paz,34.2008,-114.2089,1926,209,polygon,FALSE,FALSE,America/Phoenix,3,85344,1840022877
Oro Valley,Oro Valley,AZ,Arizona,4019,Pima,4019,Pima,32.4223,-110.9767,44350,480,polygon,FALSE,TRUE,America/Phoenix,3,85755 85704 85737,1840023058
Young,Young,AZ,Arizona,4007,Gila,4007,Gila,34.1189,-110.9559,421,3,polygon,FALSE,FALSE,America/Phoenix,3,85554,1840019265
Munds Park,Munds Park,AZ,Arizona,4005,Coconino,4005,Coconino,34.9382,-111.6318,726,12,polygon,FALSE,FALSE,America/Phoenix,3,86017 86336,1840018969
Peach Springs,Peach Springs,AZ,Arizona,4015,Mohave,4015,Mohave,35.5315,-113.4319,1228,59,polygon,FALSE,FALSE,America/Phoenix,3,86434,1840019746
San Tan Valley,San Tan Valley,AZ,Arizona,4021,Pinal,4021,Pinal,33.1879,-111.5473,90665,954,polygon,FALSE,FALSE,America/Phoenix,3,85143 85140,1840027990
Peridot,Peridot,AZ,Arizona,4007,Gila,04007|04009,Gila|Graham,33.3015,-110.4554,1648,123,polygon,FALSE,FALSE,America/Phoenix,3,85542,1840019261
Cowlic,Cowlic,AZ,Arizona,4019,Pima,4019,Pima,31.8049,-111.9876,189,91,polygon,FALSE,FALSE,America/Phoenix,3,85634,1840023069
Golden Shores,Golden Shores,AZ,Arizona,4015,Mohave,4015,Mohave,34.7819,-114.4777,1294,61,polygon,FALSE,TRUE,America/Phoenix,3,86440 86436,1840075379
Arivaca,Arivaca,AZ,Arizona,4019,Pima,4019,Pima,31.575,-111.2926,627,8,polygon,FALSE,FALSE,America/Phoenix,3,85601,1840023064
Dudleyville,Dudleyville,AZ,Arizona,4021,Pinal,4021,Pinal,32.9127,-110.7345,568,32,polygon,FALSE,FALSE,America/Phoenix,3,85192,1840019358
Lazy Y U,Lazy Y U,AZ,Arizona,4015,Mohave,4015,Mohave,35.1369,-113.9685,468,11,polygon,FALSE,TRUE,America/Phoenix,3,86401,1840075406
Chloride,Chloride,AZ,Arizona,4015,Mohave,4015,Mohave,35.4097,-114.1972,297,76,polygon,FALSE,FALSE,America/Phoenix,3,86431,1840023175
Mesquite Creek,Mesquite Creek,AZ,Arizona,4015,Mohave,4015,Mohave,34.9606,-114.5714,470,178,polygon,FALSE,FALSE,America/Phoenix,3,86440,1840027981
Washington Park,Washington Park,AZ,Arizona,4007,Gila,4007,Gila,34.3978,-111.2731,137,20,polygon,FALSE,FALSE,America/Phoenix,3,85541,1840022869
Campo Bonito,Campo Bonito,AZ,Arizona,4021,Pinal,4021,Pinal,32.5629,-110.6984,58,5,polygon,FALSE,FALSE,America/Phoenix,3,85623,1840027939
Nolic,Nolic,AZ,Arizona,4019,Pima,4019,Pima,32.0341,-111.955,63,46,polygon,FALSE,FALSE,America/Phoenix,3,85634,1840023074
Bagdad,Bagdad,AZ,Arizona,4025,Yavapai,4025,Yavapai,34.5771,-113.1771,1737,83,polygon,FALSE,FALSE,America/Phoenix,3,86321,1840017845
Wintersburg,Wintersburg,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.4187,-112.8666,43,33,polygon,FALSE,FALSE,America/Phoenix,3,85354,1840022927
Komatke,Komatke,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.2953,-112.1615,1283,221,polygon,FALSE,FALSE,America/Phoenix,3,85339,1840022923
LeChee,LeChee,AZ,Arizona,4005,Coconino,4005,Coconino,36.871,-111.4328,1527,35,polygon,FALSE,FALSE,America/Denver,3,86040,1840027980
Fredonia,Fredonia,AZ,Arizona,4005,Coconino,4005,Coconino,36.9617,-112.5195,1304,56,polygon,FALSE,TRUE,America/Phoenix,3,86022,1840021586
Lukachukai,Lukachukai,AZ,Arizona,4001,Apache,4001,Apache,36.4112,-109.2267,1660,29,polygon,FALSE,FALSE,America/Denver,3,86507,1840017673
Comobabi,Comobabi,AZ,Arizona,4019,Pima,4019,Pima,32.0539,-111.8029,43,14,polygon,FALSE,FALSE,America/Phoenix,3,85634,1840023068
Cordes Lakes,Cordes Lakes,AZ,Arizona,4025,Yavapai,4025,Yavapai,34.3103,-112.1073,2328,83,polygon,FALSE,FALSE,America/Phoenix,3,86333,1840017841
Scenic,Scenic,AZ,Arizona,4015,Mohave,4015,Mohave,36.7931,-114.0151,1608,37,polygon,FALSE,TRUE,America/Phoenix,3,86432,1840075488
Sehili,Sehili,AZ,Arizona,4001,Apache,4001,Apache,36.2807,-109.1814,107,63,polygon,FALSE,FALSE,America/Denver,3,86556 86507,1840022627
Wellton,Wellton,AZ,Arizona,4027,Yuma,4027,Yuma,32.6399,-114.214,2989,39,polygon,FALSE,TRUE,America/Phoenix,3,85356,1840022976
Globe,Globe,AZ,Arizona,4007,Gila,4007,Gila,33.3869,-110.7514,13198,155,polygon,FALSE,TRUE,America/Phoenix,3,85501 85502 85532,1840020533
Sahuarita,Sahuarita,AZ,Arizona,4019,Pima,4019,Pima,31.9328,-110.9654,47229,359,polygon,FALSE,TRUE,America/Phoenix,3,85629 85614,1840022102
White Hills,White Hills,AZ,Arizona,4015,Mohave,4015,Mohave,35.7242,-114.4004,222,1,polygon,FALSE,FALSE,America/Phoenix,3,86445 86441,1840023188
Tempe,Tempe,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.3881,-111.9318,185038,1787,polygon,FALSE,TRUE,America/Phoenix,2,85281 85282 85283 85284 85280 85285 85287,1840021942
Arizona Village,Arizona Village,AZ,Arizona,4015,Mohave,4015,Mohave,34.8548,-114.5893,1129,274,polygon,FALSE,FALSE,America/Phoenix,3,86440,1840018338
York,York,AZ,Arizona,4011,Greenlee,4011,Greenlee,32.9175,-109.196,620,128,polygon,FALSE,FALSE,America/Phoenix,3,85534,1840022951
Tat Momoli,Tat Momoli,AZ,Arizona,4021,Pinal,4021,Pinal,32.6012,-111.8862,54,22,polygon,FALSE,FALSE,America/Phoenix,3,85193,1840022987
Bisbee,Bisbee,AZ,Arizona,4003,Cochise,4003,Cochise,31.4126,-109.9178,5160,387,polygon,FALSE,TRUE,America/Phoenix,3,85603,1840019495
Kingman,Kingman,AZ,Arizona,4015,Mohave,4015,Mohave,35.217,-114.0105,44212,303,polygon,FALSE,TRUE,America/Phoenix,3,86409 86401,1840021043
Desert Hills,Desert Hills,AZ,Arizona,4015,Mohave,4015,Mohave,34.5506,-114.3754,2838,254,polygon,FALSE,FALSE,America/Los_Angeles,3,86404,1840027987
Peoria,Peoria,AZ,Arizona,4013,Maricopa,04013|04025,Maricopa|Yavapai,33.7844,-112.299,168181,369,polygon,FALSE,TRUE,America/Phoenix,2,85381 85383 85382 85373 85345 85342 85380 85385,1840020567
Upper Santan Village,Upper Santan Village,AZ,Arizona,4021,Pinal,4021,Pinal,33.1152,-111.7419,391,21,polygon,FALSE,TRUE,America/Phoenix,3,85147,1840042802
Grand Canyon Village,Grand Canyon Village,AZ,Arizona,4005,Coconino,4005,Coconino,36.0492,-112.1566,1438,41,polygon,FALSE,TRUE,America/Phoenix,3,86023,1840074025
Williamson,Williamson,AZ,Arizona,4025,Yavapai,4025,Yavapai,34.7082,-112.5342,5108,34,polygon,FALSE,FALSE,America/Phoenix,3,86323 86305,1840019166
Rio Verde,Rio Verde,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.7278,-111.674,2028,180,polygon,FALSE,FALSE,America/Phoenix,3,85263,1840019308
Prescott Valley,Prescott Valley,AZ,Arizona,4025,Yavapai,4025,Yavapai,34.5982,-112.3178,97066,419,polygon,FALSE,TRUE,America/Phoenix,3,86327 86315 86314 86312,1840021772
Keams Canyon,Keams Canyon,AZ,Arizona,4017,Navajo,4017,Navajo,35.8229,-110.2011,262,6,polygon,FALSE,FALSE,America/Phoenix,3,86034,1840017659
Parks,Parks,AZ,Arizona,4005,Coconino,4005,Coconino,35.2939,-111.9771,1652,3,polygon,FALSE,FALSE,America/Phoenix,3,86046 86018,1840018970
Sawmill,Sawmill,AZ,Arizona,4001,Apache,4001,Apache,35.8924,-109.1538,706,47,polygon,FALSE,FALSE,America/Denver,3,86504,1840019003
Tumacacori-Carmen,Tumacacori-Carmen,AZ,Arizona,4023,Santa Cruz,4023,Santa Cruz,31.5771,-111.0469,281,55,polygon,FALSE,TRUE,America/Phoenix,3,85640,1840074659
Bitter Springs,Bitter Springs,AZ,Arizona,4005,Coconino,4005,Coconino,36.6118,-111.6475,417,20,polygon,FALSE,FALSE,America/Denver,3,86040 86036,1840017661
Why,Why,AZ,Arizona,4019,Pima,4019,Pima,32.259,-112.7307,150,6,polygon,FALSE,FALSE,America/Phoenix,3,85321,1840023082
Littlefield,Littlefield,AZ,Arizona,4015,Mohave,4015,Mohave,36.8663,-113.9358,505,16,polygon,FALSE,FALSE,America/Phoenix,3,86432,1840023180
Carrizo,Carrizo,AZ,Arizona,4007,Gila,4007,Gila,33.9867,-110.3314,191,8,polygon,FALSE,FALSE,America/Phoenix,3,85941,1840022860
Fountain Hills,Fountain Hills,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.6073,-111.7398,24583,468,polygon,FALSE,TRUE,America/Phoenix,3,85268 85269,1840021945
Parker,Parker,AZ,Arizona,4012,La Paz,4012,La Paz,34.0286,-114.2224,4730,53,polygon,FALSE,TRUE,America/Phoenix,3,85344 85346,1840022875
Hondah,Hondah,AZ,Arizona,4017,Navajo,4017,Navajo,34.086,-109.9149,991,31,polygon,FALSE,TRUE,America/Phoenix,3,85935 85930,1840075391
Brenda,Brenda,AZ,Arizona,4012,La Paz,4012,La Paz,33.6721,-113.9379,392,21,polygon,FALSE,FALSE,America/Phoenix,3,85348,1840022876
Seba Dalkai,Seba Dalkai,AZ,Arizona,4017,Navajo,4017,Navajo,35.4816,-110.4562,144,3,polygon,FALSE,FALSE,America/Denver,3,86047,1840022583
Rough Rock,Rough Rock,AZ,Arizona,4001,Apache,4001,Apache,36.4106,-109.8691,585,17,polygon,FALSE,FALSE,America/Denver,3,86503,1840019000
Tonopah,Tonopah,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.488,-112.9308,65,18,polygon,FALSE,FALSE,America/Phoenix,3,85354,1840022926
Pinion Pines,Pinion Pines,AZ,Arizona,4015,Mohave,4015,Mohave,35.1467,-113.9059,181,46,polygon,FALSE,TRUE,America/Phoenix,3,86401,1840075442
Show Low,Show Low,AZ,Arizona,4017,Navajo,4017,Navajo,34.2671,-110.0384,10837,65,polygon,FALSE,TRUE,America/Phoenix,3,85901 85902,1840021582
Winslow West,Winslow West,AZ,Arizona,4017,Navajo,04017|04005,Navajo|Coconino,34.9923,-110.7069,757,16,polygon,FALSE,FALSE,America/Phoenix,3,86047,1840027984
Clacks Canyon,Clacks Canyon,AZ,Arizona,4015,Mohave,4015,Mohave,35.2203,-114.0723,322,37,polygon,FALSE,TRUE,America/Phoenix,3,86413 86409 86402,1840075276
Tonalea,Tonalea,AZ,Arizona,4005,Coconino,4005,Coconino,36.3218,-110.9667,335,13,polygon,FALSE,FALSE,America/Denver,3,86044,1840018971
Glendale,Glendale,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.5797,-112.2258,246709,1601,polygon,FALSE,TRUE,America/Phoenix,2,85301 85303 85302 85304 85306 85308 85305 85307 85309 85310 85311 85312 85318,1840020563
McConnico,McConnico,AZ,Arizona,4015,Mohave,4015,Mohave,35.1636,-114.0898,0,0,polygon,FALSE,FALSE,America/Phoenix,3,86413 86401,1840023181
Apache Junction,Apache Junction,AZ,Arizona,4021,Pinal,04021|04013,Pinal|Maricopa,33.3985,-111.5351,40538,446,polygon,FALSE,TRUE,America/Phoenix,3,85119 85120 85117 85178,1840019365
Strawberry,Strawberry,AZ,Arizona,4007,Gila,4007,Gila,34.4018,-111.5002,714,29,polygon,FALSE,FALSE,America/Phoenix,3,85544,1840019266
Martinez Lake,Martinez Lake,AZ,Arizona,4027,Yuma,4027,Yuma,32.9843,-114.4722,81,20,polygon,FALSE,TRUE,America/Phoenix,3,85365,1840075410
Grand Canyon West,Grand Canyon West,AZ,Arizona,4015,Mohave,4015,Mohave,35.9998,-113.8103,0,0,polygon,FALSE,TRUE,America/Phoenix,3,86434,1840075383
Sweet Water Village,Sweet Water Village,AZ,Arizona,4021,Pinal,4021,Pinal,33.1274,-111.8424,152,73,polygon,FALSE,TRUE,America/Phoenix,3,85121,1840042801
Superior,Superior,AZ,Arizona,4021,Pinal,4021,Pinal,33.2851,-111.1109,3074,603,polygon,FALSE,TRUE,America/Phoenix,3,85173,1840022981
Red Rock,Red Rock,AZ,Arizona,4021,Pinal,4021,Pinal,32.561,-111.3745,3046,24,polygon,FALSE,FALSE,America/Phoenix,3,85131 85145 85658,1840022985
Sierra Vista,Sierra Vista,AZ,Arizona,4003,Cochise,4003,Cochise,31.563,-110.3153,51571,108,polygon,FALSE,TRUE,America/Phoenix,3,85650 85635 85613 85670 85671,1840022103
Rainbow City,Rainbow City,AZ,Arizona,4017,Navajo,4017,Navajo,33.8731,-109.9763,1114,197,polygon,FALSE,TRUE,America/Phoenix,3,85941,1840038035
Sierra Vista Southeast,Sierra Vista Southeast,AZ,Arizona,4003,Cochise,4003,Cochise,31.4525,-110.216,15591,54,polygon,FALSE,TRUE,America/Phoenix,3,85650 85615 85636,1840074401
Willow Valley,Willow Valley,AZ,Arizona,4015,Mohave,4015,Mohave,34.9296,-114.6159,869,67,polygon,FALSE,FALSE,America/Phoenix,3,86440,1840019747
Cactus Forest,Cactus Forest,AZ,Arizona,4021,Pinal,4021,Pinal,32.9578,-111.317,872,123,polygon,FALSE,FALSE,America/Phoenix,3,85132,1840022982
East Fork,East Fork,AZ,Arizona,4017,Navajo,4017,Navajo,33.8081,-109.9228,699,130,polygon,FALSE,FALSE,America/Phoenix,3,85941,1840018961
Lupton,Lupton,AZ,Arizona,4001,Apache,4001,Apache,35.3548,-109.0528,19,21,polygon,FALSE,FALSE,America/Denver,3,86508,1840022623
Gila Bend,Gila Bend,AZ,Arizona,4013,Maricopa,4013,Maricopa,32.9662,-112.7155,2069,12,polygon,FALSE,TRUE,America/Phoenix,3,85337,1840021946
Wellton Hills,Wellton Hills,AZ,Arizona,4027,Yuma,4027,Yuma,32.6232,-114.1453,386,233,polygon,FALSE,TRUE,America/Phoenix,3,85356,1840075560
Citrus Park,Citrus Park,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.5304,-112.444,4924,327,polygon,FALSE,FALSE,America/Phoenix,3,85355 85340,1840022921
Casas Adobes,Casas Adobes,AZ,Arizona,4019,Pima,4019,Pima,32.3423,-111.0114,68919,998,polygon,FALSE,FALSE,America/Phoenix,3,85704 85741 85742 85752,1840018108
Turkey Creek,Turkey Creek,AZ,Arizona,4017,Navajo,4017,Navajo,33.8011,-109.9461,489,229,polygon,FALSE,TRUE,America/Phoenix,3,85941,1840075498
Mountainaire,Mountainaire,AZ,Arizona,4005,Coconino,4005,Coconino,35.092,-111.6493,993,37,polygon,FALSE,FALSE,America/Phoenix,3,86001,1840018968
Drexel Heights,Drexel Heights,AZ,Arizona,4019,Pima,4019,Pima,32.1457,-111.0479,28187,559,polygon,FALSE,FALSE,America/Phoenix,3,85757 85746,1840027928
Central Heights-Midland City,Central Heights-Midland City,AZ,Arizona,4007,Gila,4007,Gila,33.4,-110.8153,2752,555,polygon,FALSE,TRUE,America/Phoenix,3,85501,1840073906
Maish Vaya,Maish Vaya,AZ,Arizona,4019,Pima,4019,Pima,32.1703,-112.1342,188,17,polygon,FALSE,FALSE,America/Phoenix,3,85634,1840023073
Toyei,Toyei,AZ,Arizona,4001,Apache,4001,Apache,35.7043,-109.937,0,0,polygon,FALSE,FALSE,America/Denver,3,86505,1840022628
Sacaton,Sacaton,AZ,Arizona,4021,Pinal,4021,Pinal,33.0793,-111.7683,2338,111,polygon,FALSE,FALSE,America/Phoenix,3,85147,1840019361
Miami,Miami,AZ,Arizona,4007,Gila,4007,Gila,33.3951,-110.8722,1771,779,polygon,FALSE,TRUE,America/Phoenix,3,85539,1840022856
Sun Valley,Sun Valley,AZ,Arizona,4017,Navajo,4017,Navajo,34.9835,-110.0374,195,2,polygon,FALSE,FALSE,America/Phoenix,3,86029,1840022584
Rancho Mesa Verde,Rancho Mesa Verde,AZ,Arizona,4027,Yuma,4027,Yuma,32.5944,-114.6551,909,3125,polygon,FALSE,TRUE,America/Phoenix,2,85350,1840038041
Page,Page,AZ,Arizona,4005,Coconino,4005,Coconino,36.9425,-111.5071,6946,76,polygon,FALSE,TRUE,America/Denver,3,86040 86036,1840020336
Pimaco Two,Pimaco Two,AZ,Arizona,4019,Pima,4019,Pima,31.9666,-110.4663,669,56,polygon,FALSE,FALSE,America/Phoenix,3,85602,1840027975
Shonto,Shonto,AZ,Arizona,4017,Navajo,4017,Navajo,36.5893,-110.6607,543,45,polygon,FALSE,FALSE,America/Denver,3,86054,1840018963
Geronimo Estates,Geronimo Estates,AZ,Arizona,4007,Gila,4007,Gila,34.3695,-111.3617,92,26,polygon,FALSE,FALSE,America/Phoenix,3,85541,1840137528
Clifton,Clifton,AZ,Arizona,4011,Greenlee,4011,Greenlee,33.0249,-109.2883,5010,97,polygon,FALSE,TRUE,America/Phoenix,3,85533,1840022949
Flowing Wells,Flowing Wells,AZ,Arizona,4019,Pima,4019,Pima,32.2937,-111.011,14972,1518,polygon,FALSE,FALSE,America/Phoenix,3,85705,1840027988
Maricopa Colony,Maricopa Colony,AZ,Arizona,4013,Maricopa,4013,Maricopa,33.3626,-112.2267,791,55,polygon,FALSE,TRUE,America/Phoenix,3,85339,1840042770
Eagar,Eagar,AZ,Arizona,4001,Apache,4001,Apache,34.1058,-109.2956,6089,167,polygon,FALSE,TRUE,America/Phoenix,3,85938 85925,1840021623
Mesa del Caballo,Mesa del Caballo,AZ,Arizona,4007,Gila,4007,Gila,34.286,-111.2952,569,697,polygon,FALSE,FALSE,America/Phoenix,3,85541,1840027967
Round Valley,Round Valley,AZ,Arizona,4007,Gila,4007,Gila,34.1877,-111.3018,832,67,polygon,FALSE,TRUE,America/Phoenix,3,85541,1840075483
Flagstaff,Flagstaff,AZ,Arizona,4005,Coconino,4005,Coconino,35.1872,-111.6195,78628,420,polygon,FALSE,TRUE,America/Phoenix,3,86001 86011 86004 86002 86005,1840020335
Dragoon,Dragoon,AZ,Arizona,4003,Cochise,4003,Cochise,32.0263,-110.0365,48,10,polygon,FALSE,FALSE,America/Phoenix,3,85609,1840023085
Copper Hill,Copper Hill,AZ,Arizona,4007,Gila,4007,Gila,33.4379,-110.7516,0,0,polygon,FALSE,FALSE,America/Phoenix,3,85501,1840027973
